,lemma,total,1SG,1SG,1PL,1PL,2SG,2SG,2PL,2PL,3SG,3SG,3PL,3PL,other,other
309,averto1,3,0,0,0,0,1,0.3333,0,0,0,0,0,0,2,0.6667
325,calco1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,1,0.3333,1,0.3333
342,careo,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
362,cesso,3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.3333,0,0
365,cieo1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
376,circumspicio1,3,0,0,0,0,1,0.3333,0,0,1,0.333333333333333,0,0,1,0.3333
381,cito2,3,0,0,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
414,cohortor1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
427,comitor,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
430,commendo,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
443,commuto,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,0,0
444,como1,3,0,0,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
446,comparo1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
450,comperio,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0
453,compesco1,3,0,0,0,0,1,0.3333,0,0,1,0.333333333333333,0,0,1,0.3333
456,complector,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
465,comprimo1,3,1,0.3333,0,0,0,0,0,0,0,0,0,0,2,0.6667
474,concido1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,2,0.6667,0,0
476,concieo,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
511,conficio1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
515,confirmo,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
518,confiteor,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
519,confiteor1,3,1,0.3333,0,0,0,0,0,0,0,0,0,0,2,0.6667
521,conflicto,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
528,confodio,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
532,confugio,3,0,0,0,0,0,0,0,0,1,0.333333333333333,1,0.3333,1,0.3333
538,conicio,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
541,conjungo1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
542,conjuro,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6667
543,conjuro1,3,0,0,0,0,0,0,0,0,0,0,2,0.6667,1,0.3333
545,conloco1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
553,conor1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,1,0.3333,1,0.3333
554,conparo2,3,0,0,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
564,consacro,3,1,0.3333,0,0,0,0,0,0,1,0.333333333333333,0,0,1,0.3333
577,conservo1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
582,consisto1,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0
598,consuesco,3,0,0,1,0.3333,0,0,0,0,0,0,2,0.6667,0,0
599,consuesco1,3,1,0.3333,0,0,0,0,0,0,1,0.333333333333333,0,0,1,0.3333
606,consurgo1,3,0,0,1,0.3333,0,0,0,0,2,0.666666666666667,0,0,0,0
624,contraho,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
629,conturbo1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
643,coquo1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
646,corrigo1,3,0,0,0,0,1,0.3333,0,0,1,0.333333333333333,0,0,1,0.3333
665,cubo,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
670,cunctor,3,0,0,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
671,cunctor1,3,0,0,0,0,0,0,2,0.6667,0,0,0,0,1,0.3333
672,cupio,3,0,0,1,0.3333,0,0,0,0,1,0.333333333333333,0,0,1,0.3333
678,custodio,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
692,decerpo1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
705,decurro,3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.3333,0,0
727,defungor,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
734,delabor1,3,1,0.3333,0,0,0,0,0,0,0,0,0,0,2,0.6667
760,depello,3,0,0,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
770,depono1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
772,deposco,3,1,0.3333,0,0,0,0,0,0,1,0.333333333333333,1,0.3333,0,0
774,deprecor,3,1,0.3333,0,0,0,0,0,0,0,0,0,0,2,0.6667
800,desisto1,3,0,0,0,0,1,0.3333,0,0,1,0.333333333333333,0,0,1,0.3333
801,desolo1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
802,despero,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
804,despicio1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
807,destino1,3,2,0.6667,0,0,0,0,0,0,0,0,0,0,1,0.3333
822,detraho,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
823,detraho1,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0
829,devoro,3,0,0,0,0,1,0.3333,0,0,0,0,1,0.3333,1,0.3333
835,diduco1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
837,differo1,3,1,0.3333,0,0,0,0,0,0,2,0.666666666666667,0,0,0,0
838,diffido1,3,0,0,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
867,discurro1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
877,dissero1,3,0,0,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
884,dissolvo,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
893,distribuo1,3,0,0,0,0,1,0.3333,0,0,1,0.333333333333333,1,0.3333,0,0
907,doleo,3,0,0,0,0,0,0,0,0,0,0,2,0.6667,1,0.3333
912,domo,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
923,ducto1,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0
940,efficio,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0
956,egredior1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
966,eludo,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
967,eludo1,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0
968,emendo,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
971,emereo,3,0,0,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
997,erigo1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,1,0.3333,1,0.3333
1005,erumpo,3,1,0.3333,0,0,0,0,0,0,2,0.666666666666667,0,0,0,0
1022,evoco,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0
1052,excludo1,3,1,0.3333,0,0,0,0,0,0,1,0.333333333333333,0,0,1,0.3333
1066,exhibeo,3,0,0,0,0,1,0.3333,0,0,2,0.666666666666667,0,0,0,0
1071,exigo1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
1107,exploro,3,0,0,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
1110,expono1,3,1,0.3333,0,0,0,0,0,0,2,0.666666666666667,0,0,0,0
1132,exstinguo1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
1142,extendo1,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0
1145,extollo1,3,0,0,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
1173,faveo1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.3333,0,0
1175,ferio1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
1210,for,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
1211,for1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
1217,foveo,3,0,0,0,0,0,0,0,0,1,0.333333333333333,2,0.6667,0,0
1222,frequento,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
1229,fruor,3,1,0.3333,0,0,2,0.6667,0,0,0,0,0,0,0,0
1242,furo,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1253,gigno,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6667
1257,glorior,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1278,honoro,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
1288,ignoro1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,1,0.3333,1,0.3333
1320,impetro,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
1323,impingo1,3,1,0.3333,0,0,0,0,0,0,2,0.666666666666667,0,0,0,0
1324,impleo,3,1,0.3333,0,0,0,0,0,0,1,0.333333333333333,0,0,1,0.3333
1329,impono,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
1342,inauro1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1350,incido2,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
1355,inclino1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1368,incumbo1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
1373,indico2,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
1385,induo1,3,0,0,0,0,1,0.3333,0,0,0,0,0,0,2,0.6667
1395,inflo1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
1403,ingemo1,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0
1417,inlumino1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
1449,inscribo,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1459,inspicio,3,0,0,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
1485,intereo1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
1489,interimo,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1514,introeo1,3,1,0.3333,0,0,0,0,0,0,0,0,0,0,2,0.6667
1517,intueor,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1556,jocor,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1563,jugulo1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1575,lacero,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
1582,laetor,3,0,0,1,0.3333,1,0.3333,0,0,0,0,0,0,1,0.3333
1583,laetor1,3,0,0,0,0,0,0,1,0.3333,1,0.333333333333333,0,0,1,0.3333
1594,lateo1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,2,0.6667,0,0
1605,lenio1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1611,libet1,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0
1636,machinor1,3,0,0,0,0,1,0.3333,0,0,0,0,1,0.3333,1,0.3333
1638,macto1,3,0,0,0,0,1,0.3333,0,0,0,0,0,0,2,0.6667
1645,malo,3,2,0.6667,1,0.3333,0,0,0,0,0,0,0,0,0,0
1663,memini,3,2,0.6667,0,0,0,0,0,0,1,0.333333333333333,0,0,0,0
1665,memoro,3,1,0.3333,1,0.3333,0,0,0,0,0,0,1,0.3333,0,0
1675,mergo1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1678,meto2,3,0,0,0,0,1,0.3333,0,0,1,0.333333333333333,0,0,1,0.3333
1690,minuo1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
1697,misereor,3,0,0,0,0,1,0.3333,0,0,0,0,1,0.3333,1,0.3333
1698,misereor1,3,0,0,0,0,0,0,1,0.3333,1,0.333333333333333,0,0,1,0.3333
1706,moderor1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
1714,monstro,3,2,0.6667,0,0,0,0,0,0,1,0.333333333333333,0,0,0,0
1735,nanciscor,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1742,nato1,3,0,0,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
1750,neglego,3,0,0,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
1755,negotior1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1762,niteo1,3,0,0,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
1770,nomino,3,1,0.3333,0,0,0,0,0,0,1,0.333333333333333,0,0,1,0.3333
1780,nudo1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,1,0.3333,1,0.3333
1784,nuntio,3,0,0,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
1789,nutrio1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
1791,obeo,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
1815,obsido1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,1,0.3333,1,0.3333
1849,offertor1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
1850,officio1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,1,0.3333,1,0.3333
1859,operio1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1861,opinor,3,2,0.6667,0,0,0,0,0,0,0,0,0,0,1,0.3333
1867,oppono1,3,0,0,0,0,0,0,1,0.3333,0,0,1,0.3333,1,0.3333
1878,orno,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6667
1882,osculor1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1890,pacisco,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1891,paciscor,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1903,pareo,3,0,0,0,0,0,0,0,0,1,0.333333333333333,1,0.3333,1,0.3333
1914,pasco,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
1923,patro1,3,0,0,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
1936,perago,3,0,0,0,0,1,0.3333,0,0,1,0.333333333333333,0,0,1,0.3333
1937,perago1,3,1,0.3333,0,0,0,0,0,0,1,0.333333333333333,0,0,1,0.3333
1942,percello1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
1967,perfundo1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1974,perlego1,3,0,0,1,0.3333,0,0,0,0,0,0,1,0.3333,1,0.3333
1975,permaneo1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,2,0.6667,0,0
1980,permoveo,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1995,persevero,3,0,0,0,0,0,0,0,0,1,0.333333333333333,1,0.3333,1,0.3333
2002,persuadeo,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
2003,persuadeo1,3,2,0.6667,0,0,0,0,0,0,0,0,1,0.3333,0,0
2032,plaudo1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
2057,possideo,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0
2074,praebeo1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
2078,praecingo1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2088,praefero1,3,0,0,0,0,1,0.3333,0,0,2,0.666666666666667,0,0,0,0
2089,praeficio,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2097,praemitto1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2105,praesideo,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
2111,praesum1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.3333,0,0
2124,precor1,3,1,0.3333,0,0,0,0,0,0,0,0,0,0,2,0.6667
2127,premo,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
2131,privo1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2135,procedo,3,0,0,0,0,0,0,0,0,1,0.333333333333333,1,0.3333,1,0.3333
2137,proclamo,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0
2138,proclamo1,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0
2149,produco,3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.3333,0,0
2161,profligo1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2163,profugio1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.3333,0,0
2164,profundo1,3,0,0,0,0,0,0,0,0,0,0,2,0.6667,1,0.3333
2166,prohibeo,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0
2190,propono1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
2196,proscribo1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
2220,pudeo1,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0
2270,recumbo1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
2276,redemo1,3,2,0.6667,0,0,0,0,0,0,1,0.333333333333333,0,0,0,0
2293,reficio1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
2310,relevo,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2314,remaneo,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2318,remitto1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
2320,remoror,3,0,0,0,0,0,0,0,0,0,0,2,0.6667,1,0.3333
2342,reposco1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2346,reprimo,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
2347,reprimo1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
2349,repudio1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
2363,resideo1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
2375,restituo,3,1,0.3333,0,0,0,0,0,0,1,0.333333333333333,0,0,1,0.3333
2387,retraho1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2394,revorto1,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0
2409,ruo1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,2,0.6667,0,0
2412,saevio,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
2416,salto1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
2425,sapio,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
2433,scelero,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2444,scrutor,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
2449,secerno1,3,0,0,0,0,1,0.3333,0,0,0,0,2,0.6667,0,0
2469,sepono,3,1,0.3333,0,0,0,0,0,0,1,0.333333333333333,0,0,1,0.3333
2475,servio,3,1,0.3333,0,0,0,0,0,0,1,0.333333333333333,1,0.3333,0,0
2479,sicco1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
2482,significo1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.3333,0,0
2483,signo,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2485,sileo1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
2487,simulo1,3,0,0,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
2493,sitio1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,1,0.3333,1,0.3333
2506,sortior,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2531,sterno1,3,0,0,1,0.3333,0,0,0,0,0,0,1,0.3333,1,0.3333
2541,struo1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,1,0.3333,1,0.3333
2542,studeo,3,1,0.3333,0,0,0,0,0,0,0,0,1,0.3333,1,0.3333
2564,suborno1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2579,succendo,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0
2581,succingo1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2597,summoveo,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0
2605,supero1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,1,0.3333,1,0.3333
2608,supersum1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
2628,suspicor1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
2645,tendo,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
2652,tergeo1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
2654,tero1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,1,0.3333,1,0.3333
2658,testor,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
2664,tingo1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
2677,tracto,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
2678,tracto1,3,0,0,0,0,0,0,0,0,1,0.333333333333333,2,0.6667,0,0
2690,transfero,3,1,0.3333,0,0,0,0,0,0,1,0.333333333333333,0,0,1,0.3333
2692,transgredior,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2694,transjacio1,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0
2699,tremo1,3,0,0,0,0,1,0.3333,0,0,0,0,0,0,2,0.6667
2709,trucido,3,0,0,0,0,0,0,0,0,1,0.333333333333333,1,0.3333,1,0.3333
2715,tumeo,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2730,usurpo,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2739,vagor1,3,1,0.3333,0,0,0,0,0,0,0,0,1,0.3333,1,0.3333
2762,vereor1,3,1,0.3333,0,0,0,0,0,0,2,0.666666666666667,0,0,0,0
2787,vincio1,3,0,0,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
2796,viso1,3,0,0,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
2800,vivo,3,1,0.3333,0,0,0,0,0,0,0,0,0,0,2,0.6667
2809,voluto1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.3333,0,0
2,abdo,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
3,abduco,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
9,abhorreo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
10,abicio,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
18,abrumpo,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
23,absolvo1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
25,abstergeo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
26,abstineo,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
27,abstraho1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
33,absumo1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
34,abundo,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
43,accido2,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
48,accommodo,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
50,accumbo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
53,acquiro,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
56,ad-signo,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
58,adcedo,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
70,adhibeo1,2,0,0,0,0,0,0,1,0.5,0,0,0,0,1,0.5
86,adjuvo1,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
89,admiror,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
90,admiror1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
101,adolesco1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
105,adorno,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
109,adprehendo1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
119,adulescens,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
124,advento1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
128,advoco,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
130,advolo,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
134,aequo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
147,afflicto1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
149,afflo1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
161,agnosco,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
162,agnosco1,2,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0
171,allego1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
180,amarico1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
183,amicio,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
192,amoveo1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
199,anhelo,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
204,annuo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
219,appeto1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
220,applico1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
226,appropinquo1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
229,arceo1,2,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0
237,arguo1,2,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0.5
239,armo,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
242,aro1,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
243,arripio1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
253,aspergo1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
270,assuefacio,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
273,assumo,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
278,attendo,2,0,0,0,0,1,0.5,0,0,0,0,0,0,1,0.5
279,attendo1,2,0,0,0,0,1,0.5,0,0,0,0,0,0,1,0.5
280,attero,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
286,attingo,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
290,attono1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
307,aversor1,2,0,0,0,0,1,0.5,0,0,0,0,0,0,1,0.5
312,bacchor,2,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0
327,caleo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
346,castigo1,2,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0
350,cavo,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
352,celebro,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
354,celo,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
355,celo1,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
366,cingo,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
368,circumcludo,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
374,circummingo1,2,1,0.5,0,0,0,0,0,0,1,0.5,0,0,0,0
